roi_folder,imaging_row,display_construct,display_fluorTag,display_fluorOrganelle,display_organelle,display_fluor,mount_orientation,birthday,age_tiff,n_tiffs,n_tiffs_cama,n_tiffs_camb,n_tiffs_cam2,n_tiffs_unknown_cam,mom_transgene,dad_transgene,injected_plasmid,injected_rna,linkage_class,construct_source,tg_display,display_constructs,display_fluors,display_organelle_treatment_aware,display_fluors_treatment_aware
Korra_Foundation/20250715_mem_organelle/fish7_48hpf_mem_mito_halo_er_msc2/roi1,direct_165,rna(mgco-40); plasmid(mgco-35) > tg(pdqm-5)301,rna(Halo-sec61b(N)); plasmid(mScarlet3S2-2Xcox8A(N)) > tdmSG-2xLynk(N),rna(Halo-ER); plasmid(mScarlet3S2-mitochondria) > tdmSG-membrane,ER; mitochondria; membrane,halo; scarlet3s2; sg,,7/14/25,,1400,60,1280,20,40,pdqm-5(301),pdqm-5(301),mgco-35,mgco-40,direct_by_rule_20250715_force_165,direct,pdqm-5(301),rna(mgco-40); plasmid(mgco-35) > tg(pdqm-5)301,halo; scarlet3s2; sg,rna(ER); plasmid(mitochondria) > membrane,rna(halo); plasmid(scarlet3s2) > sg
Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi1,direct_165,rna(mgco-40); plasmid(mgco-35) > tg(pdqm-5)301,rna(Halo-sec61b(N)); plasmid(mScarlet3S2-2Xcox8A(N)) > tdmSG-2xLynk(N),rna(Halo-ER); plasmid(mScarlet3S2-mitochondria) > tdmSG-membrane,ER; mitochondria; membrane,halo; scarlet3s2; sg,,7/14/25,,1405,63,1280,20,42,pdqm-5(301),pdqm-5(301),mgco-35,mgco-40,direct_by_rule_20250715_force_165,direct,pdqm-5(301),rna(mgco-40); plasmid(mgco-35) > tg(pdqm-5)301,halo; scarlet3s2; sg,rna(ER); plasmid(mitochondria) > membrane,rna(halo); plasmid(scarlet3s2) > sg
Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi2,direct_165,rna(mgco-40); plasmid(mgco-35) > tg(pdqm-5)301,rna(Halo-sec61b(N)); plasmid(mScarlet3S2-2Xcox8A(N)) > tdmSG-2xLynk(N),rna(Halo-ER); plasmid(mScarlet3S2-mitochondria) > tdmSG-membrane,ER; mitochondria; membrane,halo; scarlet3s2; sg,,7/14/25,,1400,60,1280,20,40,pdqm-5(301),pdqm-5(301),mgco-35,mgco-40,direct_by_rule_20250715_force_165,direct,pdqm-5(301),rna(mgco-40); plasmid(mgco-35) > tg(pdqm-5)301,halo; scarlet3s2; sg,rna(ER); plasmid(mitochondria) > membrane,rna(halo); plasmid(scarlet3s2) > sg
Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi3,direct_165,rna(mgco-40); plasmid(mgco-35) > tg(pdqm-5)301,rna(Halo-sec61b(N)); plasmid(mScarlet3S2-2Xcox8A(N)) > tdmSG-2xLynk(N),rna(Halo-ER); plasmid(mScarlet3S2-mitochondria) > tdmSG-membrane,ER; mitochondria; membrane,halo; scarlet3s2; sg,,7/14/25,,1400,60,1280,20,40,pdqm-5(301),pdqm-5(301),mgco-35,mgco-40,direct_by_rule_20250715_force_165,direct,pdqm-5(301),rna(mgco-40); plasmid(mgco-35) > tg(pdqm-5)301,halo; scarlet3s2; sg,rna(ER); plasmid(mitochondria) > membrane,rna(halo); plasmid(scarlet3s2) > sg
Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi1_mb,direct_161,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,,7/21/25,,342,326,1,1,14,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi2,direct_161,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,,7/21/25,,420,407,1,1,11,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi3,direct_161,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,,7/21/25,,1182,1144,3,6,29,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi4,direct_161,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,,7/21/25,,1235,1212,3,3,17,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi5,direct_161,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,,7/21/25,,1235,1212,3,3,17,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi6,direct_161,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,,7/21/25,,1235,1212,3,3,17,,pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi1,direct_159,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,,7/23/25,,513,492,1,3,17,pdqm-82(315),pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi1_2,direct_159,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,,7/23/25,,2915,2892,3,3,17,pdqm-82(315),pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi1_3,direct_159,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,,7/23/25,,2915,2892,3,3,17,pdqm-82(315),pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi2,direct_159,rna(mgco-4) > tg(pdqm-82)315,rna(mStayGold-sec61b(N)) > tdmChilada-2xLynk(N),rna(mStayGold-ER) > tdmChilada-membrane,ER; membrane,staygold; chilada,,7/23/25,,4835,4812,3,3,17,pdqm-82(315),pdqm-82(315),,mgco-4,direct,direct,pdqm-82(315),rna(mgco-4) > tg(pdqm-82)315,staygold; chilada,rna(ER) > membrane,rna(staygold) > chilada
Korra_Foundation/20250728_mem-histone/fish1_roi1,direct_158,rna(pdqm-37) > tg(pdqm-5)301,rna(tdmChilada-dhb; pcna(C; N); tdmSG-dhb; pcna(C; N)) > tdmSG-2xLynk(N),rna(tdmChilada-cell_cycle; tdmChilada-nucleus; tdmSG-cell_cycle; tdmSG-nucleus) > tdmSG-membrane,cell_cycle; nucleus; membrane,chilada; sg,,7/26/25,,2280,1128,1080,24,48,pdqm-5(301),pdqm-5(301),,pdqm-37,direct,direct,pdqm-5(301),rna(pdqm-37) > tg(pdqm-5)301,chilada; sg,rna(cell_cycle; nucleus) > membrane,rna(chilada; sg) > sg
Korra_Foundation/20250728_mem-histone/fish1_roi2,direct_158,rna(pdqm-37) > tg(pdqm-5)301,rna(tdmChilada-dhb; pcna(C; N); tdmSG-dhb; pcna(C; N)) > tdmSG-2xLynk(N),rna(tdmChilada-cell_cycle; tdmChilada-nucleus; tdmSG-cell_cycle; tdmSG-nucleus) > tdmSG-membrane,cell_cycle; nucleus; membrane,chilada; sg,,7/26/25,,2590,1276,1200,32,82,pdqm-5(301),pdqm-5(301),,pdqm-37,direct,direct,pdqm-5(301),rna(pdqm-37) > tg(pdqm-5)301,chilada; sg,rna(cell_cycle; nucleus) > membrane,rna(chilada; sg) > sg
Korra_Foundation/20250801_mem-PCNA/fish1_roi1,direct_157,rna(pdqm-37) > tg(pdqm-5)301,rna(tdmChilada-dhb; pcna(C; N); tdmSG-dhb; pcna(C; N)) > tdmSG-2xLynk(N),rna(tdmChilada-cell_cycle; tdmChilada-nucleus; tdmSG-cell_cycle; tdmSG-nucleus) > tdmSG-membrane,cell_cycle; nucleus; membrane,chilada; sg,DT,7/31/25,,1624,784,672,56,112,pdqm-5(301),pdqm-5(301),,pdqm-37,direct,direct,pdqm-5(301),rna(pdqm-37) > tg(pdqm-5)301,chilada; sg,rna(cell_cycle; nucleus) > membrane,rna(chilada; sg) > sg
Korra_Foundation/20250801_mem-PCNA/fish2_roi1,direct_157,rna(pdqm-37) > tg(pdqm-5)301,rna(tdmChilada-dhb; pcna(C; N); tdmSG-dhb; pcna(C; N)) > tdmSG-2xLynk(N),rna(tdmChilada-cell_cycle; tdmChilada-nucleus; tdmSG-cell_cycle; tdmSG-nucleus) > tdmSG-membrane,cell_cycle; nucleus; membrane,chilada; sg,DT,7/31/25,,1484,704,552,76,152,pdqm-5(301),pdqm-5(301),,pdqm-37,direct,direct,pdqm-5(301),rna(pdqm-37) > tg(pdqm-5)301,chilada; sg,rna(cell_cycle; nucleus) > membrane,rna(chilada; sg) > sg
Korra_Foundation/20250801_mem-PCNA/fish3_72hpf_roi1,direct_156,rna(pdqm-37) > tg(pdqm-5)301,rna(tdmChilada-dhb; pcna(C; N); tdmSG-dhb; pcna(C; N)) > tdmSG-2xLynk(N),rna(tdmChilada-cell_cycle; tdmChilada-nucleus; tdmSG-cell_cycle; tdmSG-nucleus) > tdmSG-membrane,cell_cycle; nucleus; membrane,chilada; sg,LHDT,8/1/25,,11386,5177,3113,1032,2064,pdqm-5(301),pdqm-5(301),,pdqm-37,direct_by_rule_20250801_force_156,direct,pdqm-5(301),rna(pdqm-37) > tg(pdqm-5)301,chilada; sg,rna(cell_cycle; nucleus) > membrane,rna(chilada; sg) > sg
Korra_Foundation/20250801_mem-histone/fish1_roi1,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,601,271,150,60,120,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20250805_mem-histone/fish1_24hpf,direct_154,tg(pdqm-5)301,tdmSG-2xLynk(N),tdmSG-membrane,membrane,sg,DT,8/4/25,,9444,4470,3471,498,1005,,pdqm-5(301),,,direct,direct,pdqm-5(301),tg(pdqm-5)301,sg,membrane,sg
Korra_Foundation/20250805_mem-histone/fish2_36hpf,direct_154,tg(pdqm-5)301,tdmSG-2xLynk(N),tdmSG-membrane,membrane,sg,DT,8/4/25,,7290,3396,2400,498,996,,pdqm-5(301),,,direct,direct,pdqm-5(301),tg(pdqm-5)301,sg,membrane,sg
Korra_Foundation/20250805_mem-histone/fish3_48hpf,direct_154,tg(pdqm-5)301,tdmSG-2xLynk(N),tdmSG-membrane,membrane,sg,DT,8/4/25,,15601,7533,6480,517,1071,,pdqm-5(301),,,direct,direct,pdqm-5(301),tg(pdqm-5)301,sg,membrane,sg
Korra_Foundation/20250805_mem-histone/fish4_48hpf,direct_154,tg(pdqm-5)301,tdmSG-2xLynk(N),tdmSG-membrane,membrane,sg,DT,8/4/25,,10581,5077,4221,427,856,,pdqm-5(301),,,direct,direct,pdqm-5(301),tg(pdqm-5)301,sg,membrane,sg
Korra_Foundation/20251007_mem-histone,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,6200,3059,2682,73,386,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251007_mem-histone/fish1_48hpf_roi1,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,316,149,41,18,108,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi1,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,2973,1473,1440,15,45,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi2,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,2460,1224,1152,12,72,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251009_skittlez/fish1_roi1,manual_1,tg(pdqm-34)309,Electra2; mCitrine; mKOK; mKate2; mTFP1,Electra2-cytosol; mCitrine-cytosol; mKOK-cytosol; mKate2-cytosol; mTFP1-cytosol,cytosol,electra2; citrine; kok; kate2; tfp1,,,,22,13,9,0,0,pdqm-34(309),pdqm-34(309),,,direct_by_clue_map,manual,pdqm-34(309),tg(pdqm-34)309,electra2; citrine; kok; kate2; tfp1,cytosol,electra2; citrine; kok; kate2; tfp1
Korra_Foundation/20251010_mem-histone/fish1_24hpf_roi1,direct_78,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/9/25,,10593,5064,4608,456,465,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi0_test,direct_76,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/9/25,,3430,1641,1493,148,148,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi1,direct_76,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/9/25,,3114,1548,1440,18,108,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi2,direct_76,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/9/25,,3114,1548,1440,18,108,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi3,direct_76,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/9/25,,3114,1548,1440,18,108,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251013_mem-histone/fish2_96hpf_roi1,direct_76,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/9/25,,3114,1548,1440,18,108,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251013_mem-histone/fish2_96hpf_roi2,direct_76,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/9/25,,3114,1548,1440,18,108,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi1,direct_76,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/9/25,,3114,1548,1440,18,108,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi2,direct_76,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/9/25,,3114,1548,1440,18,108,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi3,direct_76,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/9/25,,3114,1548,1440,18,108,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251015_mem-histone/fish1_48hpf_roi1,direct_72,tg(pdqm-5)302; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/13/25,,3114,1548,1440,18,108,pdqm-5(302),pdqm-133(324),,,direct,direct,pdqm-5(302); pdqm-133(324),tg(pdqm-5)302; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251015_mem-histone/fish2_48hpf_roi1,direct_72,tg(pdqm-5)302; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/13/25,,3114,1548,1440,18,108,pdqm-5(302),pdqm-133(324),,,direct,direct,pdqm-5(302); pdqm-133(324),tg(pdqm-5)302; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251015_mem-histone/fish3_48hpf_roi1,direct_72,tg(pdqm-5)302; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/13/25,,3114,1548,1440,18,108,pdqm-5(302),pdqm-133(324),,,direct,direct,pdqm-5(302); pdqm-133(324),tg(pdqm-5)302; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251015_mem-histone/fish3_48hpf_roi2,direct_72,tg(pdqm-5)302; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/13/25,,3114,1548,1440,18,108,pdqm-5(302),pdqm-133(324),,,direct,direct,pdqm-5(302); pdqm-133(324),tg(pdqm-5)302; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251015_mem-histone/fish4_48hpf_roi1,direct_72,tg(pdqm-5)302; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/13/25,,3124,1553,1440,18,113,pdqm-5(302),pdqm-133(324),,,direct,direct,pdqm-5(302); pdqm-133(324),tg(pdqm-5)302; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251016_mem-histone/fish1_72hpf_roi1,direct_70,tg(pdqm-5)302; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/13/25,,3114,1548,1440,18,108,pdqm-5(302),pdqm-133(324),,,direct,direct,pdqm-5(302); pdqm-133(324),tg(pdqm-5)302; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251016_mem-histone/fish2_72hpf_roi1,direct_70,tg(pdqm-5)302; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/13/25,,3114,1548,1440,18,108,pdqm-5(302),pdqm-133(324),,,direct,direct,pdqm-5(302); pdqm-133(324),tg(pdqm-5)302; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251016_mem-histone/fish2_72hpf_roi2,direct_70,tg(pdqm-5)302; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/13/25,,3114,1548,1440,18,108,pdqm-5(302),pdqm-133(324),,,direct,direct,pdqm-5(302); pdqm-133(324),tg(pdqm-5)302; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251016_mem-histone/fish2_72hpf_roi3,direct_70,tg(pdqm-5)302; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/13/25,,3114,1548,1440,18,108,pdqm-5(302),pdqm-133(324),,,direct,direct,pdqm-5(302); pdqm-133(324),tg(pdqm-5)302; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251016_mem-histone/fish3_72hpf_roi1,direct_70,tg(pdqm-5)302; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/13/25,,3115,1549,1440,18,108,pdqm-5(302),pdqm-133(324),,,direct,direct,pdqm-5(302); pdqm-133(324),tg(pdqm-5)302; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251016_mem-histone/fish3_72hpf_roi2,direct_70,tg(pdqm-5)302; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/13/25,,3114,1548,1440,18,108,pdqm-5(302),pdqm-133(324),,,direct,direct,pdqm-5(302); pdqm-133(324),tg(pdqm-5)302; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251017_microtubules/fish2_24hpf_roi1_test,direct_68,plasmid(mgco-50),plasmid(mStayGold-EB3(N)),plasmid(mStayGold-Kinetochore),Kinetochore,staygold,DH,10/16/25,,3114,1548,1440,18,108,,,mgco-50,,direct,direct,,plasmid(mgco-50),staygold,plasmid(Kinetochore),plasmid(staygold)
Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi1,direct_67,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/17/25,,3114,1548,1440,18,108,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi2,direct_67,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/17/25,,3114,1548,1440,18,108,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi3,direct_67,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,DH,10/17/25,,3114,1548,1440,18,108,pdqm-5(301),pdqm-133(324),,,direct,direct,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
